date_day,season,year,month,hour,holiday,day_of_the_week,working_day,weather_situation,temp,atemp,humidity,wind_speed,user_casual,user_registered,user_count,temp_category,month_year
2012-02-27,Spring,2012,February,6,0,Monday,Working,Clear or Light Clouds,9.84,0.2273,0.7,0.2537,1,89,90,Cold,Feb 2012
2012-02-27,Spring,2012,February,7,0,Monday,Working,Clear or Light Clouds,9.84,0.2273,0.6,0.2239,2,278,280,Cold,Feb 2012
2012-02-27,Spring,2012,February,8,0,Monday,Working,Clear or Light Clouds,9.84,0.2424,0.6,0.0,14,514,528,Cold,Feb 2012
2012-02-27,Spring,2012,February,9,0,Monday,Working,Clear or Light Clouds,10.66,0.2576,0.6,0.194,11,219,230,Cool,Feb 2012
2012-02-27,Spring,2012,February,10,0,Monday,Working,Clear or Light Clouds,13.120000000000001,0.303,0.45,0.2537,16,88,104,Cool,Feb 2012
2012-02-27,Spring,2012,February,11,0,Monday,Working,Clear or Light Clouds,14.76,0.3333,0.43,0.2537,11,92,103,Cool,Feb 2012
2012-02-27,Spring,2012,February,12,0,Monday,Working,Clear or Light Clouds,16.400000000000002,0.4091,0.37,0.2985,13,164,177,Cool,Feb 2012
2012-02-27,Spring,2012,February,13,0,Monday,Working,Clear or Light Clouds,16.400000000000002,0.4091,0.43,0.2836,23,159,182,Cool,Feb 2012
2012-02-27,Spring,2012,February,14,0,Monday,Working,Clear or Light Clouds,18.86,0.4545,0.36,0.2836,24,134,158,Cool,Feb 2012
2012-02-27,Spring,2012,February,15,0,Monday,Working,Clear or Light Clouds,21.32,0.5,0.25,0.4179,24,150,174,Warm,Feb 2012
2012-02-27,Spring,2012,February,16,0,Monday,Working,Clear or Light Clouds,22.14,0.5152,0.26,0.4478,20,266,286,Warm,Feb 2012
2012-02-27,Spring,2012,February,17,0,Monday,Working,Clear or Light Clouds,22.14,0.5152,0.24,0.4478,26,503,529,Warm,Feb 2012
2012-02-27,Spring,2012,February,18,0,Monday,Working,Clear or Light Clouds,21.32,0.5,0.27,0.4179,10,517,527,Warm,Feb 2012
2012-02-27,Spring,2012,February,19,0,Monday,Working,Clear or Light Clouds,20.5,0.4848,0.29,0.3881,16,318,334,Warm,Feb 2012
2012-02-27,Spring,2012,February,20,0,Monday,Working,Clear or Light Clouds,19.68,0.4697,0.33,0.3582,11,208,219,Cool,Feb 2012
2012-02-27,Spring,2012,February,21,0,Monday,Working,Clear or Light Clouds,18.86,0.4545,0.36,0.2836,14,181,195,Cool,Feb 2012
2012-02-27,Spring,2012,February,22,0,Monday,Working,Clear or Light Clouds,18.04,0.4394,0.44,0.2537,9,83,92,Cool,Feb 2012
2012-02-27,Spring,2012,February,23,0,Monday,Working,Clear or Light Clouds,17.22,0.4242,0.5,0.1642,6,50,56,Cool,Feb 2012
2012-02-28,Spring,2012,February,0,0,Tuesday,Working,Clear or Light Clouds,17.22,0.4242,0.54,0.1343,0,10,10,Cool,Feb 2012
2012-02-28,Spring,2012,February,1,0,Tuesday,Working,Clear or Light Clouds,15.58,0.3939,0.62,0.1642,0,6,6,Cool,Feb 2012
2012-02-28,Spring,2012,February,2,0,Tuesday,Working,Clear or Light Clouds,16.400000000000002,0.4091,0.54,0.1045,1,2,3,Cool,Feb 2012
2012-02-28,Spring,2012,February,3,0,Tuesday,Working,Clear or Light Clouds,16.400000000000002,0.4091,0.32,0.3582,0,6,6,Cool,Feb 2012
2012-02-28,Spring,2012,February,4,0,Tuesday,Working,Clear or Light Clouds,13.120000000000001,0.2879,0.42,0.3582,0,2,2,Cool,Feb 2012
2012-02-28,Spring,2012,February,5,0,Tuesday,Working,Clear or Light Clouds,13.120000000000001,0.2879,0.42,0.3582,1,20,21,Cool,Feb 2012
2012-02-28,Spring,2012,February,6,0,Tuesday,Working,Clear or Light Clouds,12.299999999999999,0.2727,0.45,0.3284,1,100,101,Cool,Feb 2012
2012-02-28,Spring,2012,February,7,0,Tuesday,Working,Clear or Light Clouds,11.48,0.2576,0.45,0.2985,12,313,325,Cool,Feb 2012
2012-02-28,Spring,2012,February,8,0,Tuesday,Working,Clear or Light Clouds,10.66,0.2424,0.48,0.2836,16,543,559,Cool,Feb 2012
2012-02-28,Spring,2012,February,9,0,Tuesday,Working,Clear or Light Clouds,11.48,0.2576,0.45,0.3582,7,225,232,Cool,Feb 2012
2012-02-28,Spring,2012,February,10,0,Tuesday,Working,Clear or Light Clouds,12.299999999999999,0.2727,0.42,0.2985,14,118,132,Cool,Feb 2012
2012-02-28,Spring,2012,February,11,0,Tuesday,Working,Clear or Light Clouds,13.940000000000001,0.3182,0.36,0.2537,8,155,163,Cool,Feb 2012
2012-02-28,Spring,2012,February,12,0,Tuesday,Working,Clear or Light Clouds,14.76,0.3485,0.34,0.1343,19,164,183,Cool,Feb 2012
2012-02-28,Spring,2012,February,13,0,Tuesday,Working,Clear or Light Clouds,14.76,0.3636,0.32,0.1045,16,174,190,Cool,Feb 2012
2012-02-28,Spring,2012,February,14,0,Tuesday,Working,Clear or Light Clouds,16.400000000000002,0.4091,0.28,0.1045,13,121,134,Cool,Feb 2012
2012-02-28,Spring,2012,February,15,0,Tuesday,Working,Clear or Light Clouds,17.22,0.4242,0.26,0.0896,17,149,166,Cool,Feb 2012
2012-02-28,Spring,2012,February,16,0,Tuesday,Working,Clear or Light Clouds,17.22,0.4242,0.28,0.0896,17,270,287,Cool,Feb 2012
2012-02-28,Spring,2012,February,17,0,Tuesday,Working,Clear or Light Clouds,17.22,0.4242,0.26,0.0896,33,497,530,Cool,Feb 2012
2012-02-28,Spring,2012,February,18,0,Tuesday,Working,Clear or Light Clouds,17.22,0.4242,0.28,0.1642,17,432,449,Cool,Feb 2012
2012-02-28,Spring,2012,February,19,0,Tuesday,Working,Clear or Light Clouds,17.22,0.4242,0.26,0.0,15,291,306,Cool,Feb 2012
2012-02-28,Spring,2012,February,20,0,Tuesday,Working,Clear or Light Clouds,16.400000000000002,0.4091,0.3,0.1343,2,202,204,Cool,Feb 2012
2012-02-28,Spring,2012,February,21,0,Tuesday,Working,Clear or Light Clouds,13.940000000000001,0.3485,0.46,0.1045,10,178,188,Cool,Feb 2012
2012-02-28,Spring,2012,February,22,0,Tuesday,Working,Clear or Light Clouds,13.940000000000001,0.3485,0.46,0.1045,6,95,101,Cool,Feb 2012
2012-02-28,Spring,2012,February,23,0,Tuesday,Working,Clear or Light Clouds,13.120000000000001,0.303,0.53,0.2239,4,61,65,Cool,Feb 2012
2012-02-29,Spring,2012,February,0,0,Wednesday,Working,Clear or Light Clouds,13.120000000000001,0.3333,0.53,0.1045,2,30,32,Cool,Feb 2012
2012-02-29,Spring,2012,February,1,0,Wednesday,Working,Clear or Light Clouds,13.120000000000001,0.3333,0.49,0.1045,0,6,6,Cool,Feb 2012
2012-02-29,Spring,2012,February,2,0,Wednesday,Working,Clear or Light Clouds,12.299999999999999,0.2879,0.56,0.2239,0,4,4,Cool,Feb 2012
2012-02-29,Spring,2012,February,3,0,Wednesday,Working,Clear or Light Clouds,11.48,0.303,0.7,0.0896,0,2,2,Cool,Feb 2012
2012-02-29,Spring,2012,February,5,0,Wednesday,Working,Clear or Light Clouds,10.66,0.2879,0.75,0.0896,0,29,29,Cool,Feb 2012
2012-02-29,Spring,2012,February,6,0,Wednesday,Working,Foggy or Cloudy with Mist,11.48,0.303,0.75,0.0896,4,100,104,Cool,Feb 2012
2012-02-29,Spring,2012,February,7,0,Wednesday,Working,Foggy or Cloudy with Mist,10.66,0.2727,0.81,0.1343,11,242,253,Cool,Feb 2012
2012-02-29,Spring,2012,February,8,0,Wednesday,Working,Foggy or Cloudy with Mist,11.48,0.2879,0.75,0.1045,2,114,116,Cool,Feb 2012
2012-02-29,Spring,2012,February,9,0,Wednesday,Working,Light Rain or Light Snow,12.299999999999999,0.303,0.81,0.1642,5,33,38,Cool,Feb 2012
2012-02-29,Spring,2012,February,10,0,Wednesday,Working,Light Rain or Light Snow,12.299999999999999,0.303,0.81,0.1642,0,10,10,Cool,Feb 2012
2012-02-29,Spring,2012,February,11,0,Wednesday,Working,Light Rain or Light Snow,12.299999999999999,0.2879,0.87,0.194,1,9,10,Cool,Feb 2012
2012-02-29,Spring,2012,February,12,0,Wednesday,Working,Light Rain or Light Snow,13.120000000000001,0.303,0.93,0.3284,1,69,70,Cool,Feb 2012
2012-02-29,Spring,2012,February,13,0,Wednesday,Working,Foggy or Cloudy with Mist,14.76,0.3333,0.93,0.3582,4,72,76,Cool,Feb 2012
2012-02-29,Spring,2012,February,14,0,Wednesday,Working,Foggy or Cloudy with Mist,14.76,0.3333,0.93,0.3582,2,54,56,Cool,Feb 2012
2012-02-29,Spring,2012,February,15,0,Wednesday,Working,Foggy or Cloudy with Mist,16.400000000000002,0.4091,0.82,0.2836,3,87,90,Cool,Feb 2012
2012-02-29,Spring,2012,February,16,0,Wednesday,Working,Light Rain or Light Snow,16.400000000000002,0.4091,0.82,0.2239,5,162,167,Cool,Feb 2012
2012-02-29,Spring,2012,February,17,0,Wednesday,Working,Foggy or Cloudy with Mist,16.400000000000002,0.4091,0.87,0.1642,7,246,253,Cool,Feb 2012
2012-02-29,Spring,2012,February,18,0,Wednesday,Working,Light Rain or Light Snow,16.400000000000002,0.4091,0.87,0.0,11,181,192,Cool,Feb 2012
2012-02-29,Spring,2012,February,19,0,Wednesday,Working,Foggy or Cloudy with Mist,16.400000000000002,0.4091,0.87,0.1045,0,102,102,Cool,Feb 2012
2012-02-29,Spring,2012,February,20,0,Wednesday,Working,Light Rain or Light Snow,17.22,0.4242,0.88,0.1642,2,95,97,Cool,Feb 2012
2012-02-29,Spring,2012,February,21,0,Wednesday,Working,Light Rain or Light Snow,17.22,0.4242,0.88,0.1642,0,39,39,Cool,Feb 2012
2012-02-29,Spring,2012,February,22,0,Wednesday,Working,Light Rain or Light Snow,17.22,0.4242,0.94,0.2537,2,53,55,Cool,Feb 2012
2012-02-29,Spring,2012,February,23,0,Wednesday,Working,Light Rain or Light Snow,17.22,0.4242,0.94,0.2537,3,30,33,Cool,Feb 2012
2012-03-01,Spring,2012,March,0,0,Thursday,Working,Foggy or Cloudy with Mist,17.22,0.4242,0.94,0.0,1,10,11,Cool,Mar 2012
2012-03-01,Spring,2012,March,1,0,Thursday,Working,Light Rain or Light Snow,18.86,0.4545,0.94,0.1045,0,12,12,Cool,Mar 2012
2012-03-01,Spring,2012,March,2,0,Thursday,Working,Foggy or Cloudy with Mist,18.86,0.4545,0.94,0.2836,0,6,6,Cool,Mar 2012
2012-03-01,Spring,2012,March,3,0,Thursday,Working,Clear or Light Clouds,18.86,0.4545,0.94,0.2239,0,3,3,Cool,Mar 2012
2012-03-01,Spring,2012,March,4,0,Thursday,Working,Clear or Light Clouds,19.68,0.4697,0.88,0.194,0,5,5,Cool,Mar 2012
2012-03-01,Spring,2012,March,5,0,Thursday,Working,Clear or Light Clouds,19.68,0.4697,0.88,0.1642,0,18,18,Cool,Mar 2012
2012-03-01,Spring,2012,March,6,0,Thursday,Working,Foggy or Cloudy with Mist,17.22,0.4242,0.94,0.0,2,107,109,Cool,Mar 2012
2012-03-01,Spring,2012,March,7,0,Thursday,Working,Foggy or Cloudy with Mist,18.04,0.4394,0.94,0.1343,8,296,304,Cool,Mar 2012
2012-03-01,Spring,2012,March,8,0,Thursday,Working,Clear or Light Clouds,17.22,0.4242,0.94,0.1343,15,579,594,Cool,Mar 2012
2012-03-01,Spring,2012,March,9,0,Thursday,Working,Clear or Light Clouds,18.86,0.4545,0.77,0.2537,5,281,286,Cool,Mar 2012
2012-03-01,Spring,2012,March,10,0,Thursday,Working,Clear or Light Clouds,21.32,0.5,0.55,0.1642,11,122,133,Warm,Mar 2012
2012-03-01,Spring,2012,March,11,0,Thursday,Working,Clear or Light Clouds,22.96,0.5303,0.43,0.194,19,149,168,Warm,Mar 2012
2012-03-01,Spring,2012,March,12,0,Thursday,Working,Clear or Light Clouds,22.96,0.5303,0.37,0.2239,16,204,220,Warm,Mar 2012
2012-03-01,Spring,2012,March,13,0,Thursday,Working,Clear or Light Clouds,23.779999999999998,0.5455,0.32,0.2537,24,187,211,Warm,Mar 2012
2012-03-01,Spring,2012,March,14,0,Thursday,Working,Clear or Light Clouds,23.779999999999998,0.5455,0.35,0.2239,37,174,211,Warm,Mar 2012
2012-03-01,Spring,2012,March,15,0,Thursday,Working,Clear or Light Clouds,24.599999999999998,0.6212,0.31,0.2537,31,192,223,Warm,Mar 2012
2012-03-01,Spring,2012,March,16,0,Thursday,Working,Clear or Light Clouds,23.779999999999998,0.5455,0.32,0.2985,38,323,361,Warm,Mar 2012
2012-03-01,Spring,2012,March,17,0,Thursday,Working,Clear or Light Clouds,22.96,0.5303,0.35,0.2985,49,551,600,Warm,Mar 2012
2012-03-01,Spring,2012,March,18,0,Thursday,Working,Clear or Light Clouds,22.14,0.5152,0.34,0.3582,27,498,525,Warm,Mar 2012
2012-03-01,Spring,2012,March,19,0,Thursday,Working,Clear or Light Clouds,19.68,0.4697,0.41,0.3284,11,317,328,Cool,Mar 2012
2012-03-01,Spring,2012,March,20,0,Thursday,Working,Clear or Light Clouds,18.04,0.4394,0.44,0.4179,12,242,254,Cool,Mar 2012
2012-03-01,Spring,2012,March,21,0,Thursday,Working,Clear or Light Clouds,17.22,0.4242,0.47,0.4627,7,190,197,Cool,Mar 2012
2012-03-01,Spring,2012,March,22,0,Thursday,Working,Clear or Light Clouds,15.58,0.3939,0.5,0.2537,3,123,126,Cool,Mar 2012
2012-03-01,Spring,2012,March,23,0,Thursday,Working,Clear or Light Clouds,14.76,0.3485,0.5,0.2239,9,76,85,Cool,Mar 2012
2012-03-02,Spring,2012,March,0,0,Friday,Working,Clear or Light Clouds,13.940000000000001,0.3333,0.53,0.1642,1,45,46,Cool,Mar 2012
2012-03-02,Spring,2012,March,1,0,Friday,Working,Clear or Light Clouds,13.940000000000001,0.3182,0.49,0.2239,2,18,20,Cool,Mar 2012
2012-03-02,Spring,2012,March,2,0,Friday,Working,Clear or Light Clouds,13.940000000000001,0.3182,0.53,0.2836,2,4,6,Cool,Mar 2012
2012-03-02,Spring,2012,March,3,0,Friday,Working,Clear or Light Clouds,13.120000000000001,0.3182,0.57,0.194,0,3,3,Cool,Mar 2012
2012-03-02,Spring,2012,March,4,0,Friday,Working,Clear or Light Clouds,13.120000000000001,0.3485,0.61,0.0,0,2,2,Cool,Mar 2012
2012-03-02,Spring,2012,March,5,0,Friday,Working,Clear or Light Clouds,12.299999999999999,0.3333,0.7,0.0,0,24,24,Cool,Mar 2012
2012-03-02,Spring,2012,March,6,0,Friday,Working,Clear or Light Clouds,12.299999999999999,0.3333,0.7,0.0,4,88,92,Cool,Mar 2012
2012-03-02,Spring,2012,March,7,0,Friday,Working,Clear or Light Clouds,12.299999999999999,0.3333,0.7,0.0,4,258,262,Cool,Mar 2012
2012-03-02,Spring,2012,March,8,0,Friday,Working,Clear or Light Clouds,11.48,0.303,0.75,0.0896,16,533,549,Cool,Mar 2012
2012-03-02,Spring,2012,March,9,0,Friday,Working,Clear or Light Clouds,12.299999999999999,0.3333,0.81,0.0,15,299,314,Cool,Mar 2012
2012-03-02,Spring,2012,March,10,0,Friday,Working,Clear or Light Clouds,14.76,0.3485,0.5,0.1642,14,118,132,Cool,Mar 2012
2012-03-02,Spring,2012,March,11,0,Friday,Working,Clear or Light Clouds,15.58,0.3939,0.46,0.194,40,154,194,Cool,Mar 2012
2012-03-02,Spring,2012,March,12,0,Friday,Working,Clear or Light Clouds,16.400000000000002,0.4091,0.43,0.1642,40,194,234,Cool,Mar 2012
2012-03-02,Spring,2012,March,13,0,Friday,Working,Clear or Light Clouds,17.22,0.4242,0.44,0.2239,31,191,222,Cool,Mar 2012
2012-03-02,Spring,2012,March,14,0,Friday,Working,Foggy or Cloudy with Mist,18.04,0.4394,0.44,0.2836,29,176,205,Cool,Mar 2012
2012-03-02,Spring,2012,March,15,0,Friday,Working,Foggy or Cloudy with Mist,17.22,0.4242,0.5,0.2985,5,73,78,Cool,Mar 2012
2012-03-02,Spring,2012,March,16,0,Friday,Working,Light Rain or Light Snow,16.400000000000002,0.4091,0.58,0.2985,1,49,50,Cool,Mar 2012
2012-03-02,Spring,2012,March,17,0,Friday,Working,Light Rain or Light Snow,14.76,0.3485,0.81,0.2239,5,123,128,Cool,Mar 2012
2012-03-02,Spring,2012,March,18,0,Friday,Working,Light Rain or Light Snow,14.76,0.3485,0.87,0.194,6,154,160,Cool,Mar 2012
2012-03-02,Spring,2012,March,19,0,Friday,Working,Light Rain or Light Snow,14.76,0.3485,0.87,0.194,12,162,174,Cool,Mar 2012
2012-03-02,Spring,2012,March,20,0,Friday,Working,Foggy or Cloudy with Mist,14.76,0.3485,0.87,0.194,7,93,100,Cool,Mar 2012
2012-03-02,Spring,2012,March,21,0,Friday,Working,Light Rain or Light Snow,14.76,0.3636,0.87,0.0896,2,99,101,Cool,Mar 2012
2012-03-02,Spring,2012,March,22,0,Friday,Working,Foggy or Cloudy with Mist,14.76,0.3788,0.87,0.0,6,69,75,Cool,Mar 2012
2012-03-02,Spring,2012,March,23,0,Friday,Working,Foggy or Cloudy with Mist,14.76,0.3788,0.87,0.0,4,19,23,Cool,Mar 2012
2012-03-03,Spring,2012,March,0,0,Saturday,Holiday,Light Rain or Light Snow,14.76,0.3636,0.93,0.0896,1,21,22,Cool,Mar 2012
2012-03-03,Spring,2012,March,1,0,Saturday,Holiday,Light Rain or Light Snow,14.76,0.3788,0.93,0.0,0,44,44,Cool,Mar 2012
2012-03-03,Spring,2012,March,2,0,Saturday,Holiday,Light Rain or Light Snow,14.76,0.3636,0.93,0.0896,4,34,38,Cool,Mar 2012
2012-03-03,Spring,2012,March,3,0,Saturday,Holiday,Foggy or Cloudy with Mist,14.76,0.3485,0.93,0.1642,1,20,21,Cool,Mar 2012
2012-03-03,Spring,2012,March,4,0,Saturday,Holiday,Foggy or Cloudy with Mist,14.76,0.3485,0.93,0.194,0,2,2,Cool,Mar 2012
2012-03-03,Spring,2012,March,5,0,Saturday,Holiday,Foggy or Cloudy with Mist,14.76,0.3636,0.93,0.0896,1,1,2,Cool,Mar 2012
2012-03-03,Spring,2012,March,6,0,Saturday,Holiday,Foggy or Cloudy with Mist,14.76,0.3636,0.93,0.0896,1,6,7,Cool,Mar 2012
2012-03-03,Spring,2012,March,7,0,Saturday,Holiday,Foggy or Cloudy with Mist,14.76,0.3485,0.93,0.1343,2,14,16,Cool,Mar 2012
2012-03-03,Spring,2012,March,8,0,Saturday,Holiday,Light Rain or Light Snow,14.76,0.3788,0.93,0.0,2,46,48,Cool,Mar 2012
2012-03-03,Spring,2012,March,9,0,Saturday,Holiday,Light Rain or Light Snow,15.58,0.3939,0.87,0.0896,7,87,94,Cool,Mar 2012
2012-03-03,Spring,2012,March,10,0,Saturday,Holiday,Foggy or Cloudy with Mist,16.400000000000002,0.4091,0.87,0.0,31,137,168,Cool,Mar 2012
2012-03-03,Spring,2012,March,11,0,Saturday,Holiday,Foggy or Cloudy with Mist,16.400000000000002,0.4091,0.87,0.0896,33,181,214,Cool,Mar 2012
2012-03-03,Spring,2012,March,12,0,Saturday,Holiday,Foggy or Cloudy with Mist,17.22,0.4242,0.67,0.2537,47,252,299,Cool,Mar 2012
2012-03-03,Spring,2012,March,13,0,Saturday,Holiday,Clear or Light Clouds,18.04,0.4394,0.51,0.2836,87,252,339,Cool,Mar 2012
2012-03-03,Spring,2012,March,14,0,Saturday,Holiday,Foggy or Cloudy with Mist,18.86,0.4545,0.44,0.3582,151,279,430,Cool,Mar 2012
2012-03-03,Spring,2012,March,15,0,Saturday,Holiday,Clear or Light Clouds,19.68,0.4697,0.29,0.2985,145,254,399,Cool,Mar 2012
2012-03-03,Spring,2012,March,16,0,Saturday,Holiday,Clear or Light Clouds,20.5,0.4848,0.27,0.2985,167,300,467,Warm,Mar 2012
2012-03-03,Spring,2012,March,17,0,Saturday,Holiday,Clear or Light Clouds,20.5,0.4848,0.23,0.3284,106,279,385,Warm,Mar 2012
2012-03-03,Spring,2012,March,18,0,Saturday,Holiday,Clear or Light Clouds,20.5,0.4848,0.25,0.2537,53,250,303,Warm,Mar 2012
2012-03-03,Spring,2012,March,19,0,Saturday,Holiday,Clear or Light Clouds,18.86,0.4545,0.33,0.1642,34,191,225,Cool,Mar 2012
2012-03-03,Spring,2012,March,20,0,Saturday,Holiday,Clear or Light Clouds,18.04,0.4394,0.3,0.1343,28,121,149,Cool,Mar 2012
2012-03-03,Spring,2012,March,21,0,Saturday,Holiday,Clear or Light Clouds,18.86,0.4545,0.19,0.3284,24,130,154,Cool,Mar 2012
2012-03-03,Spring,2012,March,22,0,Saturday,Holiday,Clear or Light Clouds,18.04,0.4394,0.21,0.1343,19,115,134,Cool,Mar 2012
2012-03-03,Spring,2012,March,23,0,Saturday,Holiday,Clear or Light Clouds,17.22,0.4242,0.24,0.0,12,94,106,Cool,Mar 2012
2012-03-04,Spring,2012,March,0,0,Sunday,Holiday,Foggy or Cloudy with Mist,16.400000000000002,0.4091,0.3,0.3582,5,67,72,Cool,Mar 2012
2012-03-04,Spring,2012,March,1,0,Sunday,Holiday,Foggy or Cloudy with Mist,15.58,0.3939,0.34,0.194,16,60,76,Cool,Mar 2012
2012-03-04,Spring,2012,March,2,0,Sunday,Holiday,Foggy or Cloudy with Mist,14.76,0.3485,0.4,0.1642,14,66,80,Cool,Mar 2012
2012-03-04,Spring,2012,March,3,0,Sunday,Holiday,Foggy or Cloudy with Mist,14.76,0.3485,0.43,0.1343,5,21,26,Cool,Mar 2012
2012-03-04,Spring,2012,March,4,0,Sunday,Holiday,Foggy or Cloudy with Mist,13.940000000000001,0.3333,0.46,0.194,3,11,14,Cool,Mar 2012
2012-03-04,Spring,2012,March,5,0,Sunday,Holiday,Foggy or Cloudy with Mist,13.940000000000001,0.3182,0.46,0.2239,0,5,5,Cool,Mar 2012
2012-03-04,Spring,2012,March,6,0,Sunday,Holiday,Foggy or Cloudy with Mist,12.299999999999999,0.2727,0.52,0.2985,0,5,5,Cool,Mar 2012
2012-03-04,Spring,2012,March,7,0,Sunday,Holiday,Foggy or Cloudy with Mist,12.299999999999999,0.2727,0.52,0.2985,2,21,23,Cool,Mar 2012
2012-03-04,Spring,2012,March,8,0,Sunday,Holiday,Clear or Light Clouds,12.299999999999999,0.2727,0.52,0.3284,12,54,66,Cool,Mar 2012
2012-03-04,Spring,2012,March,9,0,Sunday,Holiday,Clear or Light Clouds,12.299999999999999,0.2727,0.49,0.4478,14,104,118,Cool,Mar 2012
2012-03-04,Spring,2012,March,10,0,Sunday,Holiday,Clear or Light Clouds,12.299999999999999,0.2727,0.49,0.3284,31,161,192,Cool,Mar 2012
2012-03-04,Spring,2012,March,11,0,Sunday,Holiday,Clear or Light Clouds,13.120000000000001,0.2879,0.45,0.3881,64,192,256,Cool,Mar 2012
2012-03-04,Spring,2012,March,12,0,Sunday,Holiday,Clear or Light Clouds,13.940000000000001,0.303,0.42,0.3582,71,256,327,Cool,Mar 2012
2012-03-04,Spring,2012,March,13,0,Sunday,Holiday,Clear or Light Clouds,14.76,0.3333,0.37,0.3582,108,256,364,Cool,Mar 2012
2012-03-04,Spring,2012,March,14,0,Sunday,Holiday,Clear or Light Clouds,14.76,0.3333,0.34,0.3582,106,226,332,Cool,Mar 2012
2012-03-04,Spring,2012,March,15,0,Sunday,Holiday,Clear or Light Clouds,14.76,0.3182,0.32,0.5224,82,252,334,Cool,Mar 2012
2012-03-04,Spring,2012,March,16,0,Sunday,Holiday,Clear or Light Clouds,14.76,0.3182,0.29,0.4925,68,231,299,Cool,Mar 2012
2012-03-04,Spring,2012,March,17,0,Sunday,Holiday,Clear or Light Clouds,13.940000000000001,0.2879,0.31,0.5522,49,214,263,Cool,Mar 2012
2012-03-04,Spring,2012,March,18,0,Sunday,Holiday,Clear or Light Clouds,13.120000000000001,0.2727,0.33,0.6119,20,164,184,Cool,Mar 2012
2012-03-04,Spring,2012,March,19,0,Sunday,Holiday,Clear or Light Clouds,12.299999999999999,0.2576,0.36,0.4925,12,120,132,Cool,Mar 2012
2012-03-04,Spring,2012,March,20,0,Sunday,Holiday,Clear or Light Clouds,11.48,0.2727,0.38,0.2537,8,80,88,Cool,Mar 2012
2012-03-04,Spring,2012,March,21,0,Sunday,Holiday,Clear or Light Clouds,11.48,0.2727,0.36,0.2239,9,70,79,Cool,Mar 2012
2012-03-04,Spring,2012,March,22,0,Sunday,Holiday,Clear or Light Clouds,10.66,0.2424,0.41,0.2537,9,53,62,Cool,Mar 2012
2012-03-04,Spring,2012,March,23,0,Sunday,Holiday,Clear or Light Clouds,10.66,0.2576,0.41,0.194,2,24,26,Cool,Mar 2012
2012-03-05,Spring,2012,March,0,0,Monday,Working,Clear or Light Clouds,9.84,0.2273,0.44,0.194,2,15,17,Cold,Mar 2012
2012-03-05,Spring,2012,March,1,0,Monday,Working,Clear or Light Clouds,9.84,0.2424,0.48,0.1343,3,3,6,Cold,Mar 2012
2012-03-05,Spring,2012,March,2,0,Monday,Working,Clear or Light Clouds,9.84,0.2424,0.48,0.1343,1,3,4,Cold,Mar 2012
2012-03-05,Spring,2012,March,3,0,Monday,Working,Clear or Light Clouds,9.02,0.2273,0.51,0.1642,0,1,1,Cold,Mar 2012
2012-03-05,Spring,2012,March,4,0,Monday,Working,Clear or Light Clouds,8.200000000000001,0.2273,0.55,0.0896,0,1,1,Cold,Mar 2012
2012-03-05,Spring,2012,March,5,0,Monday,Working,Clear or Light Clouds,8.200000000000001,0.2273,0.55,0.0896,1,17,18,Cold,Mar 2012
2012-03-05,Spring,2012,March,6,0,Monday,Working,Clear or Light Clouds,7.38,0.197,0.59,0.1343,2,89,91,Cold,Mar 2012
2012-03-05,Spring,2012,March,7,0,Monday,Working,Clear or Light Clouds,7.38,0.197,0.59,0.1343,7,253,260,Cold,Mar 2012
2012-03-05,Spring,2012,March,8,0,Monday,Working,Clear or Light Clouds,8.200000000000001,0.2273,0.59,0.1045,13,415,428,Cold,Mar 2012
2012-03-05,Spring,2012,March,9,0,Monday,Working,Foggy or Cloudy with Mist,9.02,0.2576,0.6,0.0896,11,186,197,Cold,Mar 2012
2012-03-05,Spring,2012,March,10,0,Monday,Working,Foggy or Cloudy with Mist,9.84,0.2576,0.6,0.0,12,74,86,Cold,Mar 2012
2012-03-05,Spring,2012,March,11,0,Monday,Working,Foggy or Cloudy with Mist,10.66,0.2727,0.56,0.1343,17,86,103,Cool,Mar 2012
2012-03-05,Spring,2012,March,12,0,Monday,Working,Foggy or Cloudy with Mist,10.66,0.303,0.52,0.0,15,122,137,Cool,Mar 2012
2012-03-05,Spring,2012,March,13,0,Monday,Working,Foggy or Cloudy with Mist,10.66,0.2576,0.55,0.2985,11,109,120,Cool,Mar 2012
2012-03-05,Spring,2012,March,14,0,Monday,Working,Foggy or Cloudy with Mist,11.48,0.2576,0.57,0.3582,13,115,128,Cool,Mar 2012
2012-03-05,Spring,2012,March,15,0,Monday,Working,Foggy or Cloudy with Mist,12.299999999999999,0.2879,0.53,0.194,20,110,130,Cool,Mar 2012
2012-03-05,Spring,2012,March,16,0,Monday,Working,Clear or Light Clouds,12.299999999999999,0.2727,0.45,0.2985,30,180,210,Cool,Mar 2012
2012-03-05,Spring,2012,March,17,0,Monday,Working,Light Rain or Light Snow,12.299999999999999,0.2727,0.45,0.2985,11,376,387,Cool,Mar 2012
2012-03-05,Spring,2012,March,18,0,Monday,Working,Light Rain or Light Snow,11.48,0.2273,0.55,0.6567,12,363,375,Cool,Mar 2012
2012-03-05,Spring,2012,March,19,0,Monday,Working,Clear or Light Clouds,10.66,0.2576,0.53,0.2239,6,220,226,Cool,Mar 2012
